id,currency,amount,customer_id
959723a1-08f4-4e4d-81ea-c258b596dd10,EUR,3560.17,9e20ae4c-6b5c-4cce-95f6-de864ded563b
360decdd-1f8c-4158-abc9-06190fb4ad0d,EUR,3449.57,e7739d9c-d35d-4570-b22f-7af8edb63162
233c0ca6-b492-4922-bc5a-0b27730cb571,EUR,2852.6,13499fc6-57d3-41c4-9f8a-30eb26eca091
7500055f-1f43-466b-8753-bf6e80829868,EUR,1632.48,8b8ddb07-26b4-47c0-aee3-4ff8e1b5893e
45ef436c-5857-48a4-874c-a0aa127f5de1,EUR,733.5,7ded919b-8366-4bd5-b8d0-bc867f9a2217
88864cf5-a2cc-44c7-afd7-f16ea5918a4d,EUR,1578.14,07329a17-6c59-49f5-92dd-21b35d679276
9cf1e183-4bd8-4a65-8f12-31bb4dd02793,EUR,2311.86,1eb3526b-ceaf-48ae-99f0-7883ea947d20
d079d624-0846-4082-89e3-1f1ff700305e,EUR,2169.57,0aa46be8-b7a8-4c34-b5b0-9b06d14e84a1
c9e4913b-bb73-4bed-9cb7-93c4b7c459e3,EUR,2105.8,1855a240-0399-4990-b117-1f7e2e63c207
8edc92bb-f1a7-4175-9851-af7d216539d5,EUR,1220.16,c81860ec-ee14-4a5e-9ff7-e2c143fefaec
4273f479-066f-4ea9-80ba-495c556e905d,EUR,3981.71,3178123f-2a01-42f4-b69d-a97af38dd440
e75c0b7d-e424-40ca-855e-68925cac8781,EUR,4092.8,ba63995f-5222-4965-af43-7b2965b09b16
9cb1e13f-3152-4fbf-b151-dbabc1d3b024,EUR,1783.61,a2bff120-83de-47be-9544-c941fab72015
ad3fba85-7bb7-467e-9869-fb38a4d9b092,EUR,959.35,0def3304-077b-4016-af38-c597787edb1d
97826fac-78c0-4496-8d3d-5a7fb4d7494a,EUR,3345.14,ca8f91c6-cfc4-4349-8d5b-944a7a9cee80
5f077c95-f3cc-4cd2-8e16-7aaf1c5be8fd,EUR,3344.37,253f3cc5-749e-41f2-8dad-93c27109e3d0
6a502964-9f91-4361-913c-7878ea88d2d3,EUR,4055.11,37c6eae8-f948-474c-a60e-711c1ec9e72a
605b743e-d1b2-4d63-aec2-a41666548adf,EUR,3775.69,97a2fe26-d0fd-44f0-99b2-eeacf8d2786e
5041b273-c1a8-4fc4-b7c0-022ac0a39bf6,EUR,2066.83,83f40d16-1672-482f-966f-b799e9aeb1da
513bff4a-b996-46cd-800c-ddaa8a9f5257,EUR,4087.39,cca0e199-bb06-4537-9b42-6d6109c126f2
08ad59c3-dcac-44c7-a870-e595671b6cf7,EUR,988.31,e1d2d584-a60c-48c1-a8a0-4dc5f6a0a797
25f7b539-5994-453f-83af-862b762d063d,EUR,2465.3,1734a4cb-b57e-4482-a060-52cdeebca8d8
bdff3e3d-e033-4f15-a2a3-ce32e954024f,EUR,3304.47,3c2c3e9d-fe97-485a-9f7b-b4bafda42958
3a922d9f-f488-4a4b-b6c0-7b21bf7977c1,EUR,3252.89,61284d13-4152-45e4-abed-c2b34be0d3f6
44507b86-79ac-49d5-bbac-c3e6140c1549,EUR,4163.06,89d1a958-e191-4a74-8b57-694630a25e89
59194b5d-b871-4638-94c4-ae65073c7925,EUR,1024.21,990ab93a-76d3-4758-8d7f-c1564ce63206
0f9dbb83-a81f-4cf1-bf53-b51922795025,EUR,3180.93,e70a1d11-abb8-4c96-9d85-870b6d13d48f
55defc9c-f28d-4661-9461-bbdff8af8106,EUR,3422.36,6727dcd7-f750-4567-854d-df4bdc3f22d4
a4e2393b-ea13-48bb-afcd-df1440e767cb,EUR,1464.5,d937e96a-1773-4a1f-83bb-504fbce4d299
77ec2897-af91-4564-839f-2e2250fcaf6b,EUR,610.39,ed6313a9-6fa3-46ae-a4f8-bd0a5f30a2f3
f56d9f07-3957-496a-91f5-4b7848ecb1ce,EUR,884.73,f1a68ff3-2f4c-4561-a408-b30c1dd18a33
5c9bd35d-0777-4c88-8f6e-b073ecda862c,EUR,3381.9,d1828623-b380-47c1-9391-0213e5593075
781632ea-4716-42aa-8e41-dc40bf920224,EUR,1160.71,d046ee03-3262-490a-bf5c-cba66454582b
80128859-2a0e-4ff6-a82e-89489c21e4b7,EUR,1337.28,bd62b0cd-894a-47fa-8018-c393cf97c6db
bd9042f8-46e2-46f2-9f81-49cb5df97c16,EUR,4121.36,3a0ba138-30c3-40fd-9587-cf55a351928a
2db9f178-ef86-4742-842f-c44c1a379618,EUR,1725.54,9eab915a-345c-417d-a00b-9d83c21437af
3bb8d330-7e65-40f2-a3d1-b532b9ff5e1f,EUR,690.33,bab7b4d0-0fe8-4c25-87f7-5fbaf34caacf
e95e158b-be79-47a8-8f57-8609680e6182,EUR,3854.59,ed10bc33-c2aa-41b8-a125-390bdc6e6ef7
9e8ef6fe-4d1e-4311-bc9e-e044a4746f6a,EUR,2122.18,ad7c596f-c87f-4794-8980-1302fc9dab86
ac7f83a6-f9f0-4646-8d46-0ae46c3e1d89,EUR,4268.24,8da61155-2624-48b4-88d0-3f25dc744b4d
f17947da-9a9e-47a4-9e4b-b2fad7f27ac8,EUR,2592.74,550a97bc-4251-43c4-b564-22e3aeecac21
43f1d438-53fe-4cd3-8e9b-f34049048cd3,EUR,4221.36,b599866b-ca56-4345-b034-2b289cedae60
bfe4eb14-671a-4bca-9204-b0334216a55a,EUR,1401.78,1be09a03-68b2-4693-b838-5b4d0ddd329f
cc81bab8-7af3-49a7-b8c8-523eadb5f10a,EUR,884.73,a608ef19-cb32-476f-9825-c57f9c3d7acd
dad2cd32-7127-4f84-b38a-c1e8124bf167,EUR,1016.48,12b33e05-9197-43bd-bf40-4f4594f07e27
1c5cd384-7914-4f50-a1ee-9a92204caf0f,EUR,1157.7,230a4480-2107-4bb1-bba0-f50b35ebf1c0
1561a5d5-265d-4944-89ee-2fead9291138,EUR,2590.33,5b403f9d-64c1-44d2-998c-baf4e6d18c9b
b4998ada-ac43-4fbf-b00c-0a15f6953353,EUR,3924.01,5045b6b2-ea9c-491a-84d3-59a1ad47c478
8c859882-a5c9-4fc1-8dc9-705d6b7e1383,EUR,192.24,34653c33-5b9f-4359-a567-860bf8e45d3f
de4e5f7e-9cbf-43eb-9e86-d73b5170d60b,EUR,2933.96,3786dab5-ffb5-4a82-90f2-9361cc6bfc8d
bc79cc89-579a-4507-8efe-2080c3701564,EUR,2069,5e77e66f-f377-4afd-9368-4df28b2c07d8
37a4530f-0468-4798-bd9f-5630f11785b2,EUR,1698.2,f4fd21f3-38d6-4784-b8a8-19ea6fde9677
5e313077-8e1f-45a0-8237-fa9dd07cd912,EUR,1057.76,0ee24811-8af0-462e-8761-8f9f5c1a30d9
026643c1-77b9-4fa2-b719-82752e334eff,EUR,1199.98,44bd0739-32ce-4adf-b15c-01b9aefd4665
71cbe3d2-347f-482e-963d-09cc3e326757,EUR,2201.92,656404da-3405-4554-8c78-852f8146aff5
5ba37948-cecc-42db-9844-00995974ff5b,EUR,1719.31,470d267d-82f2-47d4-9c6e-fcb7c3babdad
be5ea9d6-b313-4182-80ac-95771e15b1bf,EUR,3713.36,458bbf1e-b8f2-4db1-8ced-9008841e71db
f0bfd446-584b-4be5-8096-a8e864261c83,EUR,2663.48,c7e46aaf-c6ac-4637-8c3a-8a501fc06073
27c04894-3353-4a29-a635-1ef127b4b497,EUR,2672.86,b9200f4f-80dc-4537-b3ce-ee88327b59d7
5a079f12-0b14-4493-93bd-27ae2c5bce25,EUR,2781.49,b8d73f2b-3924-459c-b7d4-0be2190d89a5
9807fe2b-e718-4f15-a7b6-5fc407f389b8,EUR,2063.88,d1bb7036-4d35-48ba-8134-885b8d425bc7
019d6b63-a8ac-41af-b726-e6e9fbb75dd3,EUR,992.7,885643ad-609d-4751-bb3a-b0b92254e2fd
721310ce-aaf6-4420-bad2-f193502e8bcc,EUR,3528.51,2fb59891-2190-4721-95e9-24a1066fee20
2413df0f-cd77-45fe-afad-cdf6587b87d4,EUR,3703.89,23d0669d-091b-4c95-9dc2-d5ade49b0e45
bff76185-a9a4-4a9c-b62e-9da6170b584e,EUR,2892.15,391d563e-edaf-425a-83b0-b5077d308323
d1bb87ef-97cd-4a04-a0c5-398973dbea0e,EUR,4225.38,256e46af-5d68-41ba-ace9-013ec12d06f2
215dc727-5ef2-45bb-a26d-aa13e61b2380,EUR,2858.22,77d06b50-fde1-4ce0-9231-814579cc1d4d
4a639f65-5535-4e21-82ed-c8dd23696b8c,EUR,891.14,3e215dbf-f8bb-4663-8f0e-058f5426c635
1f6842ad-813c-4bfa-acad-5cc026b423fc,EUR,131.23,0cc53230-5163-411a-80ab-480b9789a360
c5d6a70e-dc13-438e-b412-1341877355a6,EUR,376.54,42ccb132-8f2f-41cc-a2ec-fc4411b5496e
16254ea9-5299-4a4e-88c2-76bcbd82b10d,EUR,3860.9,fc050edc-21d2-4a85-9d24-1019fde2286d
57c1c3fc-48e5-499c-a01e-cd3832c9df26,EUR,3981.14,0cdc4470-16b7-4bb4-9f7a-740c4d608ff8
40b77449-8e4a-4ecb-a6a9-17e528180273,EUR,1995.36,d42be306-b952-4641-af17-19546ff01fad
1b549f05-aaca-451c-a7e1-d48aeddb768b,EUR,1699.5,80134ec0-ca3f-4edc-964e-d9a820291c8d
f3943139-a36d-4c65-ac34-346d4dff78d2,EUR,805,c0e77727-1463-45ac-bd3b-7ae898d820bc
948414d4-5421-43d2-98c5-73e1cc0e843a,EUR,3443.19,a66f3c77-c62b-4160-92ce-2f1f51e1eeab
96655362-83c5-463b-ad4f-f4d8c062b343,EUR,1836.75,a5f75868-58b9-4736-a000-c90f2aa0a5f8
08501591-dc71-4667-baab-d48bf36554bf,EUR,3129.02,dea15945-07fd-439b-a7ee-04df837f6054
74f5fdf0-98b7-4130-a12e-029356ef90df,EUR,3513.89,11c131aa-bdc5-44da-b88e-227f83f8a0fe
144e1d47-a1d2-4b48-a6de-611db96e0ca7,EUR,1178.62,a489362f-68b3-4322-9842-4a5f7630197c
62ea868c-ff69-40a5-8755-fead55f25cd9,EUR,3735.42,0e58c265-c728-45a9-99e9-c3222582ab02
eca6c490-1a8f-488f-b615-1251b77bdd34,EUR,4168.13,7e23069c-a7d9-4719-99ee-ec29c1b64eb2
be23914b-82e1-489f-a1ea-6e4fdd667fff,EUR,2566.46,9d4938b9-b524-4877-9c2d-e9f1156346e5
e4d882c4-d41e-45cf-ac80-38b71f63c49a,EUR,1883.71,dde70ea3-b622-47e2-8230-97f0cbcf32d6
28e12a53-efca-4583-b2fa-e1dacd208720,EUR,4048.37,a62c821d-98fa-4b69-b9e2-b1a9af240f8d
dc743710-0a1e-4746-acc4-77b66d13ce1e,EUR,1631.18,bdb37c7c-da52-49bc-bc94-29eef38f4c2d
5a3c7aa3-2907-4060-8390-0231c19c60d6,EUR,3647.16,b9a4ed80-762a-40db-b011-11d79c99e20c
99bb3476-cf68-4147-8417-5506525f2e8a,EUR,1065.29,47616e3a-cd2a-421e-a254-ee302320b8ab
fef1dc3c-330b-4a61-b9ac-ff2192d886c8,EUR,257,6db08ee8-9612-4c56-8a27-555db8890c12
130a70e6-2ebb-4b1f-9462-ec7c3598d102,EUR,2851.63,05871003-c2d2-4dff-b0c3-4c41c81fd887
dcb538ce-ba95-4222-b829-1665235f8b57,EUR,3377.19,c9b23c05-251e-4478-95ca-89931754e90e
6bcda073-5ef9-422b-bae3-0d7af0ad224f,EUR,2644.34,ec2494fd-64cb-4da3-8819-ed1381aa4dcb
2e4b628f-29cd-4d85-b0d5-15d3be3fcf22,EUR,3975.31,e98ab16e-efb9-4c09-8285-bee9243d58d5
57544707-c929-4766-a409-80adeb2e069b,EUR,2951.03,1f6765b9-046b-47fb-9927-1abd59f44e48
c90cea0e-5661-42fa-a638-46108d02142e,EUR,3392.67,6125e755-7409-4b55-9e5b-bd6676289b2e
db493372-d841-44b7-96b4-5276bf42f571,EUR,329.7,b6f74d7b-fab8-4025-b5d5-69dd541bbed2
d7f54bb7-0c64-4ff4-8f66-86bee24f0ed8,EUR,1511.26,efd027fe-8a11-4bbd-afe2-3678289bfa42
4e1a5e8e-3e83-487d-b9ed-92cbfa61317b,EUR,4105.3,70da995a-f1f2-4207-9734-492856cbf460
d5e1744c-20fa-4efe-8f71-d69b12511e34,EUR,3011.72,db117e9c-8b00-4b32-9510-1976216c6cef
8c1403ee-268d-4ef4-880b-789da4eb1f20,EUR,441.07,366b24b2-6661-4575-a7ba-8b0f2d9ebed9
ee65c081-a386-40d8-94b6-6dd65d755c21,EUR,3543.96,46d11cbe-61bd-4295-8d8b-a8a0885bb364
995cdb75-f564-4dc8-82ae-40f5f65911f3,EUR,2127.03,c432b4ec-6d0b-4d52-abc0-66590487d106
04c6e0a4-b266-4100-a329-b945f507b4c2,EUR,1479.12,aea28fb0-6f52-4dbc-8854-72a1e6820427
ebee3c7e-2e0a-4702-99fd-656b58fd7072,EUR,559.04,9cc60f86-2f48-4a8d-8fa0-512c629db08d
4afee7bc-4391-44a0-8893-b5ced02bc741,EUR,2326.23,0ca1a85d-fb6b-4a6d-b9f8-a6d82bea8159
e2a4f8f4-bcc7-4b8e-89cd-4c015eb69295,EUR,1282.75,09f930cd-169d-4016-ab50-ac7ff7e7aa70
0d659e97-97b2-46f8-9fd2-9b67b4396024,EUR,1360.7,e8f754bf-9e88-4ff4-a176-831ec91245c0
b6deaa43-7389-4814-a039-a1d4a6bac872,EUR,999.28,cc64da70-6e77-44e1-8d11-f22206f66aa1
b7cbe76a-64c8-41a1-9d89-080209d9c481,EUR,2040.68,1d88b5f3-14bc-4560-9191-13c479841e7d
f1cb7959-7245-4ab9-8d9d-d2a62d89f41d,EUR,1184.12,74b92f4c-7fda-4007-a74d-7db76713092a
8d917f6f-71bc-4963-951c-8e48ef28eb05,EUR,608.44,acd7d39f-fc8d-4c0e-85a3-e8b5e7e85144
e9282a2c-01cc-407f-b9fe-b5631183651a,EUR,2983.01,f5722bde-81be-472e-b58e-0c0a400c0191
b381d7a5-e6a4-4cc4-964f-9238009ce1d3,EUR,3607.23,cf8a3d5f-eccf-4956-9ebc-8ac461dd6996
afd08b83-f543-4aef-8e43-5c66b3919a43,EUR,3786.3,5bc0e67d-661d-4058-930b-7c8dd1a0d161
31cfb110-ffcc-4f5b-8032-930138b313c9,EUR,617.98,9953fb1d-3173-4326-8d4e-9401ad7a6475
ec1cea08-5372-4917-ac89-39f9d14705d0,EUR,1318.71,e710773d-2971-4202-b43f-4abaf4e52426
b77859b5-ebf0-4f39-9805-59f85172e7b2,EUR,4002.4,cf242572-a4dd-48b1-b6ab-50e1e384642b
70433845-14b7-43bb-903a-fb75c4ab024b,EUR,2748.95,5a80b291-2089-479e-b684-af0fda62e02c
5b1893a3-8817-4502-a14d-87c1f0db6a11,EUR,869.67,c7bcee7c-5dd7-425c-8275-b22806f53b33
4b50e231-5143-406d-8610-96f6f47ef313,EUR,4057.25,b28fb756-c08d-4be0-b6c9-ce6fa44b05c5
fe8831f0-c263-4772-9fe9-bf2a21bc8cb8,EUR,410.17,ab49718e-d513-46ae-b792-e89d962223e2
d9f9aa2e-2392-444a-9d59-61ce461732e1,EUR,2322.94,228b9f41-0b3f-435c-8695-9c614b451d2f
1933aa8d-4e0a-47cd-9868-7f0a9c98a894,EUR,1458.42,91258537-fa31-448a-a949-b14ea709ab2a
9f74c3ef-d4ac-48bc-80bc-d95e21c6d739,EUR,2226.03,7338debd-c866-4d5e-98f9-8a2f5046ef52
546c9bfd-000e-4ca2-930b-13f6c18f2928,EUR,3836.9,39f53d30-7bae-43d8-bdbf-25b659823773
7cd9bf85-8237-4364-84e3-70e48f30bac2,EUR,2515.45,e3100301-0bf9-48be-9a19-b8d4442cdb8e
3ba8fbdd-a09f-4511-b423-45ed949352ff,EUR,1548.57,049a9166-6033-4f25-8d84-c979509c8a2c
872adc01-2f58-46cc-bee6-d01f1c7fb146,EUR,1180.34,52eafd82-3511-4765-aa3a-153755f08dfe
1f955864-20d6-4a90-96d0-8b0c69998db0,EUR,235.36,a7ab6557-04dd-4435-b259-b08b705dbbbf
1e866eca-37f7-4055-bca1-68d2ac4d3f7d,EUR,446.12,3c9b79f9-8535-4179-a28e-816d16e66c08
4026ec7a-9d5e-4ffd-ba91-d6d6509de3f3,EUR,232.05,62eb4cb4-ede7-4978-a678-7c7b01b10143
7912cec6-8d7b-4fdc-918e-af5dea9e622a,EUR,722.72,df4ce191-df34-4a25-b3e6-da29419ab896
413574f9-8f1a-47d0-b52c-4670c58de00f,EUR,4103.62,2a14d08e-f5b5-46ec-9f66-7f9fba373673
2addd1ad-be51-409d-87d7-467d669e3ef2,EUR,1257.96,69b27bfe-e702-4d65-8669-b905f6da7e39
f747d9c6-bcd9-4232-a0b6-059a3d81d8d9,EUR,2052.37,3888733e-4994-4d75-86f6-fae90421dc31
13a8014e-207b-470e-b94f-6b0e368df622,EUR,1420.39,ab5e3a63-97be-449a-a1da-596ef5e19fd8
d29ee1c5-e942-440b-882f-18b93e262d1a,EUR,1649.43,a9ec622e-fa5d-443f-af73-ccbed95b4d1a
b6279360-e4f7-428a-b56d-bc9def59a25a,EUR,2489.04,fa35484e-b216-4305-9df8-7904ce803196
d75bb444-a70c-498b-bf92-864232a2ff0d,EUR,3273.83,a2be5b47-6606-4fc5-94f6-e04f7926d983
9b1bb7d3-c48b-493e-8a09-01dde7b76e80,EUR,1883.43,b5c392f6-bb55-46a4-830a-aadfa29df0d3
0612607d-a643-4a35-a2ff-eb6d90c14b20,EUR,124.88,7a08d3a4-1b0e-410b-892d-3b7dbf98cced
67b68d52-b711-40b9-ab0d-37a35006b2cb,EUR,773.28,c630318d-9df5-4f70-aebf-0fc9ef0cb9e6
1f158f73-bfaf-49ec-8cdb-bfbf8db1f9de,EUR,1491.58,b32d99ea-8ff6-4ceb-9b14-313c0988a133
72eee69f-3f35-4f3b-af12-52754a063d6a,EUR,2635.57,cb5666c6-fea6-43a8-93f7-2658b86f2bd2
93736d66-2567-45e2-ba45-5a9e92c1af49,EUR,1399.64,376b4176-5fb6-4145-9ed0-a9339e0f2f0c
ef6d97ff-4482-41ab-a03d-42b20b1cf254,EUR,4005.24,ee38934b-d40d-4871-a4c5-846ecb58a08e
753c132e-65c9-43d6-9c88-701926647f07,EUR,2550.31,cc9e4ba3-940c-46ff-b6e0-016460deaad6
f911f942-3208-4b73-9e75-ffda4c4d3e0a,EUR,3986.41,10e04e7d-82e5-44cf-a25f-ca34fc3e3e39
403d432e-08df-4292-9464-bc96af302703,EUR,569.82,3c745253-a031-4bad-bdc8-a94fbb66495a
e22e6b74-d3ae-40fa-9cb9-fc7e34c0e0e5,EUR,1461.74,fb605e5a-f6fa-49bb-9e61-f95519414ea6
ff805128-137f-42ae-8a0c-72afdefa65ed,EUR,1019.34,6ad404e1-7627-4418-896e-0b7a10e06478
98403d3d-da73-44d4-a6ab-b581a839cef2,EUR,2310.57,b8f06d80-6176-4d4a-8f0e-613a67897a9f
a279aad1-ae60-46dc-abff-724e1e20a79d,EUR,1020.27,362d7c4d-182c-4a6b-84e2-d52465d073b3
4d6f6b45-4e0a-44b4-98d9-a1fe7bd378be,EUR,2850.51,06a630d9-85ca-40c9-9369-97b5cc737639
70e6df8a-ab38-4c42-a8d8-057e44ee4f9a,EUR,2284.38,57ed7020-f11d-4e9d-a246-106db1553d74
7db8dbd9-fabd-41be-abcb-d4da4d6b0f61,EUR,3410.93,a50cbbb5-e496-4383-8c69-0de661ec7728
766cffdf-33d3-4758-a311-05fca41c66a6,EUR,1113.47,0ea326a3-0889-4441-8e55-4af368582ae1
e4c73967-7cb8-4899-99e9-1ccb746025b5,EUR,631.24,030fc2a7-c1d9-4713-b5e9-6248c496c608
97be0fe5-db8e-443c-8ea0-02c4bcf91e24,EUR,2380.71,564f7d71-aa73-49b1-8c57-2b79f176bd2b
633c573e-889c-4e6d-9f14-368ae33bbe6b,EUR,1924.58,3200d002-947b-4337-a933-bc1d69ba2552
2e7aac4d-46a4-4783-9b64-d4778e63aefa,EUR,3470.31,c1a2bdcb-6c32-4c85-8aa7-14323315a043
8bceb1bd-d1fe-4d37-a77a-b06f8baa111d,EUR,3028.52,340cb8c9-f1f3-466f-9182-e8b31ef3555c
5bd437d2-b003-4900-ba2f-96733c5aebca,EUR,1317.76,30fb0fa3-521c-4eeb-987d-b4db4bce9fa7
8d989058-b547-4e0e-b093-c89f89fb5c7a,EUR,2054.87,696e0938-c154-4767-91b4-c128b644186c
fa980f49-46a6-4015-af56-a2390e4ef7bc,EUR,2699.33,189f6c5e-8aca-4fef-872a-dbe23d9616c5
8eeb4d15-45f6-4820-acd0-4acce7969d4f,EUR,2856.54,b60f898e-07f7-47da-b3ba-9e82d21401a3
3a60068c-1d25-4484-85da-5750a5ab49e9,EUR,4266.37,bb0e4dec-3f40-48f9-b07e-1d48a5d70c7c
46ad228c-9e24-4a25-9d07-7586960940c9,EUR,3278.18,37de6a25-8777-4035-9e2f-3d5660982b44
93ee1c93-5fd5-403d-a569-ee4f730207a7,EUR,1699.45,79053694-8e4b-4593-a0d0-27f7fc8f2cc2
33ab66c8-06f6-403c-b518-9bfd9fdef177,EUR,3031.57,f978c719-2871-42f5-971d-483c3d0ce183
48166fcb-6834-4ace-999d-85494dc4ae40,EUR,3678.5,51d73221-dbf9-4d77-8a15-b4512b73b353
62e1bc58-b47c-49c8-b0ac-2fae4bb0a52f,EUR,1852.5,5c821774-65ab-48b7-9c36-d1b781edff4f
16202060-ed08-4935-ae2a-9e96acececdc,EUR,3344.3,00b2b55f-cf61-4bc7-90c5-ae679f38f6f4
dc865555-3e5c-4bb3-9ada-6ed8dfed7d6e,EUR,2175.89,b20d0827-267c-412e-be19-62a153404079
86c82cd9-f79c-473d-84fb-9059b0512848,EUR,2345.36,6a5d1863-2391-4825-aa5f-391d743621c8
79334812-fa77-4953-ad75-efbe85d002a6,EUR,2276.67,d0924755-a3bd-48a8-91ea-30cca29694f0
78b4f15d-42c6-4820-97d9-7dd649cbcbe2,EUR,326.79,93c97f20-604b-4a6d-ad1b-1e2f61f5af14
f7a89a95-c51c-49f7-bb20-34435e11c2ab,EUR,2581.88,a214ac5c-6604-4d97-90aa-91dfa4ab76c0
d6283831-be6e-48c9-969c-35ebbaf1793c,EUR,1634.42,b0e07d2d-7935-4cbb-8299-402793cfb4a0
5b6e4ebc-6b68-4e27-8407-6d98b83dc941,EUR,1476.15,f973a5bd-5000-4ca3-a0d7-e817391f4bd9
dcf96cb7-cdc1-41ef-910c-818d18fb2b49,EUR,3855.31,ac409569-f6d0-48b0-bb10-e03c77cca419
804505b8-c9ea-44f6-a9a1-8695b4bfb602,EUR,2641.13,0307844e-1457-488f-9f84-804d0e7adfe1
836bef31-afbd-4394-8f9b-5585bac22fc9,EUR,2209.36,cceb3bd3-5c09-4cf2-b31f-4904444753bd
f5a7d902-e169-42f6-8b50-3a12db129f24,EUR,3104.51,974c96a5-1ad9-442e-8152-b1b60e7e37b6
175593bc-cd46-43a1-a3ef-5e7640e70c8a,EUR,464.98,2780782a-f1a1-4544-acb1-2af7b6a891d0
688134e6-69ec-4195-9a88-9c5b73b0257b,EUR,1900.39,4724fbcc-326a-4091-aad0-f169789d6dec
a1980124-18c1-4682-938e-9105f5eda51b,EUR,150.39,0315f0de-c612-4d0e-9d13-42bd711667d4
719c976c-da1c-43e9-96b1-d217e59609e6,EUR,2184.04,7f1e61d7-1014-4793-ba22-aefb4c5cd278
c8461861-6e66-4c70-9916-85e984f85553,EUR,1683.81,14a91564-cd0a-47d2-a58c-8a016062fd76
ec72bd7b-3c15-48e2-a5e9-1b796bba3b68,EUR,1541.98,c3c32bcb-d8d4-4565-886c-a191eea12b01
39c1e5eb-49d1-46d8-bb30-110b04bc67bb,EUR,1855.47,40cdafe5-f167-4f83-97c1-0d9825303f8a
b382a224-a6de-44ed-b764-fb94f1de309e,EUR,1019.84,0c95a2ce-2d95-4e38-bdd1-7161073fcac5
0c00f116-da04-4778-8556-38ecb48f6787,EUR,1496.33,1051969f-a70c-4979-95f3-87172b5e6553
227e9c77-9f0b-469b-a373-120a9014de95,EUR,1351.93,a0c419d9-2839-42b7-83be-638893690b55
66a99980-dfb1-4659-8ed1-c9f09d932ad1,EUR,3469.63,cbe1a874-4b0b-44d8-a479-e4e5770fc150
b6279ea5-329a-4fc7-bd75-f5e7e6749c72,EUR,3378.6,92410e3a-c157-4d43-975c-b887e408e0cc
45015fe6-c374-40b7-995f-3d60dbbdb36d,EUR,2726.11,bf2afa22-3ab1-4176-a8a7-45cc2b4feea8
a4df1226-babb-4029-9280-3ba008b8875d,EUR,2625.61,050e344e-c10e-4dd4-be62-9d1e5109fc91
