id,type,customer_id,number,nett_amount,gross_amount,tax_amount,currency,created_at
55fcf759-f577-48d4-b54f-463be85a931f,invoice,e7739d9c-d35d-4570-b22f-7af8edb63162,DP/2000/05/03/67011218,2804.53,3449.57,645.04,EUR,"2000-05-03 06:55:00"
005046ee-c7ec-4769-8ae6-8e3f3e58a54a,invoice,13499fc6-57d3-41c4-9f8a-30eb26eca091,DP/2021/03/03/42946010,2319.19,2852.6,533.41,EUR,"2021-03-03 01:16:00"
99cabecc-5f86-44f4-80b9-1ae75cf033ad,invoice,8b8ddb07-26b4-47c0-aee3-4ff8e1b5893e,DP/2005/09/09/17187850,1327.22,1632.48,305.26,EUR,"2005-09-09 13:08:00"
9bcdf9f1-13fe-4c69-841e-96c68a90f247,invoice,7ded919b-8366-4bd5-b8d0-bc867f9a2217,DP/2012/11/04/96761766,596.34,733.5,137.16,EUR,"2012-11-04 21:34:00"
e973d9b8-e83c-4292-a47a-a942f9cf4ef7,invoice,07329a17-6c59-49f5-92dd-21b35d679276,DP/2002/03/12/15267228,1283.04,1578.14,295.1,EUR,"2002-03-12 09:42:00"
c9234558-979f-4310-a00b-424cba4b6117,invoice,1eb3526b-ceaf-48ae-99f0-7883ea947d20,DP/2017/03/09/90716222,1879.56,2311.86,432.3,EUR,"2017-03-09 16:40:00"
22e91b30-5ade-4985-a3c4-18d7ec9c8b11,invoice,0aa46be8-b7a8-4c34-b5b0-9b06d14e84a1,DP/2005/04/09/95316481,1763.88,2169.57,405.69,EUR,"2005-04-09 06:14:00"
05480f31-a12e-429f-b116-fe9d3157aae3,invoice,1855a240-0399-4990-b117-1f7e2e63c207,DP/2022/11/08/59216737,1712.03,2105.8,393.77,EUR,"2022-11-08 06:11:00"
7743a131-3a41-41b0-b39a-3647e717717a,invoice,c81860ec-ee14-4a5e-9ff7-e2c143fefaec,DP/2008/09/03/82439241,992,1220.16,228.16,EUR,"2008-09-03 05:19:00"
7d34f808-68e2-4746-8187-365c935566e4,invoice,3178123f-2a01-42f4-b69d-a97af38dd440,DP/2004/08/01/34226431,3237.16,3981.71,744.55,EUR,"2004-08-01 02:55:00"
3af5bad8-454c-4193-990c-d2b0eb941894,invoice,ba63995f-5222-4965-af43-7b2965b09b16,DP/2008/10/06/30887082,3327.48,4092.8,765.32,EUR,"2008-10-06 11:42:00"
ba8de0c8-52b1-4e36-8f64-2b52cc080de1,invoice,a2bff120-83de-47be-9544-c941fab72015,DP/2012/08/10/49952916,1450.09,1783.61,333.52,EUR,"2012-08-10 21:56:00"
d70a4bb8-4a37-443b-bf72-0b58e72630b0,invoice,0def3304-077b-4016-af38-c597787edb1d,DP/2020/04/04/77317119,779.96,959.35,179.39,EUR,"2020-04-04 09:51:00"
1927c45b-f28c-4635-b1ee-1333d0f6030e,invoice,ca8f91c6-cfc4-4349-8d5b-944a7a9cee80,DP/2000/08/02/40818048,2719.63,3345.14,625.51,EUR,"2000-08-02 05:33:00"
1f5830b0-b9ed-43db-9df4-b6a7c441aef0,invoice,253f3cc5-749e-41f2-8dad-93c27109e3d0,DP/2014/12/06/46067070,2719,3344.37,625.37,EUR,"2014-12-06 17:41:00"
16046010-9bd9-4b77-ad44-35acd84fcd21,invoice,37c6eae8-f948-474c-a60e-711c1ec9e72a,DP/2000/09/03/49199939,3296.84,4055.11,758.27,EUR,"2000-09-03 01:06:00"
edfddf4c-9839-4b29-ac64-f7dee7f9095f,invoice,97a2fe26-d0fd-44f0-99b2-eeacf8d2786e,DP/2020/09/04/81709811,3069.67,3775.69,706.02,EUR,"2020-09-04 14:59:00"
fab37eb7-a785-4c3a-8bcb-ffa0df74ead3,invoice,83f40d16-1672-482f-966f-b799e9aeb1da,DP/2009/09/07/31128099,1680.35,2066.83,386.48,EUR,"2009-09-07 00:11:00"
2108abf1-bb24-499f-8a8c-6a4d8def6ae4,invoice,cca0e199-bb06-4537-9b42-6d6109c126f2,DP/2018/01/08/15949755,3323.08,4087.39,764.31,EUR,"2018-01-08 22:21:00"
1ba2961a-6732-484c-a0d2-cafd9d5b27a4,invoice,e1d2d584-a60c-48c1-a8a0-4dc5f6a0a797,DP/2015/04/09/42597467,803.5,988.31,184.81,EUR,"2015-04-09 21:47:00"
bc847f66-a183-4310-ab19-08484f197da7,invoice,1734a4cb-b57e-4482-a060-52cdeebca8d8,DP/2014/10/12/13027853,2004.31,2465.3,460.99,EUR,"2014-10-12 02:03:00"
885f1502-08c0-446b-9077-a3a90efc371b,invoice,3c2c3e9d-fe97-485a-9f7b-b4bafda42958,DP/2001/12/08/16593632,2686.56,3304.47,617.91,EUR,"2001-12-08 09:00:00"
83612694-91b7-4e94-987f-e95b48f6fd29,invoice,61284d13-4152-45e4-abed-c2b34be0d3f6,DP/2021/11/09/81200187,2644.63,3252.89,608.26,EUR,"2021-11-09 18:42:00"
b5a82aba-4765-4422-a2c3-0a13d695df35,invoice,89d1a958-e191-4a74-8b57-694630a25e89,DP/2011/04/02/99589117,3384.6,4163.06,778.46,EUR,"2011-04-02 21:04:00"
62ae498d-58d9-4c22-9951-a83b17f3d158,invoice,990ab93a-76d3-4758-8d7f-c1564ce63206,DP/2018/03/04/66911989,832.69,1024.21,191.52,EUR,"2018-03-04 02:55:00"
8d548676-57fd-424f-b716-e3c25176f20e,invoice,e70a1d11-abb8-4c96-9d85-870b6d13d48f,DP/2011/08/10/45722327,2586.12,3180.93,594.81,EUR,"2011-08-10 05:46:00"
9e47c01e-e909-4fb5-8969-49b2a40dc372,invoice,6727dcd7-f750-4567-854d-df4bdc3f22d4,DP/2022/09/07/96028120,2782.41,3422.36,639.95,EUR,"2022-09-07 01:49:00"
55b0d1dc-4882-4442-a9c7-e7a70d8a7c88,invoice,d937e96a-1773-4a1f-83bb-504fbce4d299,DP/2003/01/12/53620146,1190.65,1464.5,273.85,EUR,"2003-01-12 15:51:00"
a578c0ef-7ceb-4bf0-9a62-19b2e24e2734,invoice,ed6313a9-6fa3-46ae-a4f8-bd0a5f30a2f3,DP/2021/09/09/30626111,496.25,610.39,114.14,EUR,"2021-09-09 20:27:00"
63fd1eda-bf3d-4f20-b76c-f85cc0229a55,invoice,f1a68ff3-2f4c-4561-a408-b30c1dd18a33,DP/2020/11/10/13642889,719.29,884.73,165.44,EUR,"2020-11-10 09:54:00"
780dd7cb-b3ad-431c-8fb2-1baf24dd5a22,invoice,d1828623-b380-47c1-9391-0213e5593075,DP/2008/08/06/30462109,2749.51,3381.9,632.39,EUR,"2008-08-06 11:49:00"
268d189a-438e-4efe-8a1d-bc998b947e46,invoice,d046ee03-3262-490a-bf5c-cba66454582b,DP/2013/11/06/21391729,943.67,1160.71,217.04,EUR,"2013-11-06 03:56:00"
d036c518-519a-4ee6-9900-daa3de114ca1,invoice,bd62b0cd-894a-47fa-8018-c393cf97c6db,DP/2017/03/06/47512308,1087.22,1337.28,250.06,EUR,"2017-03-06 05:04:00"
5efd5899-95fd-40ab-ac3c-7e1704a7870e,invoice,3a0ba138-30c3-40fd-9587-cf55a351928a,DP/2012/05/06/49507214,3350.7,4121.36,770.66,EUR,"2012-05-06 04:23:00"
814ec229-4eb2-4942-8e01-9604ea3b8f30,invoice,9eab915a-345c-417d-a00b-9d83c21437af,DP/2008/03/05/60748134,1402.88,1725.54,322.66,EUR,"2008-03-05 21:13:00"
fd25eda1-f1b3-48b7-957b-7122143b88d3,invoice,bab7b4d0-0fe8-4c25-87f7-5fbaf34caacf,DP/2003/03/08/92818710,561.24,690.33,129.09,EUR,"2003-03-08 07:22:00"
0e69f505-e1db-40ce-acde-27ef83026b68,invoice,ed10bc33-c2aa-41b8-a125-390bdc6e6ef7,DP/2017/04/02/47527016,3133.81,3854.59,720.78,EUR,"2017-04-02 17:03:00"
4b3bbc40-be4f-4ae7-af7f-018ae42e0481,invoice,ad7c596f-c87f-4794-8980-1302fc9dab86,DP/2002/08/03/43536752,1725.35,2122.18,396.83,EUR,"2002-08-03 13:31:00"
deab7c97-671b-4b9a-a411-8af0a938f545,invoice,8da61155-2624-48b4-88d0-3f25dc744b4d,DP/2018/12/08/71477910,3470.11,4268.24,798.13,EUR,"2018-12-08 20:23:00"
3b216cb3-0342-4a30-b035-7253820a371c,invoice,550a97bc-4251-43c4-b564-22e3aeecac21,DP/2012/11/09/57097108,2107.92,2592.74,484.82,EUR,"2012-11-09 01:56:00"
f8c5ced7-9c58-437a-b798-e29faf5ada4a,invoice,b599866b-ca56-4345-b034-2b289cedae60,DP/2014/06/06/60438639,3432,4221.36,789.36,EUR,"2014-06-06 20:32:00"
9b4f2873-21d9-4cc9-9fbd-ad950705e258,invoice,1be09a03-68b2-4693-b838-5b4d0ddd329f,DP/2004/02/03/48536262,1139.66,1401.78,262.12,EUR,"2004-02-03 07:58:00"
8cd9e4e9-c04c-425d-b72f-bc069a1db4d9,invoice,a608ef19-cb32-476f-9825-c57f9c3d7acd,DP/2005/06/08/81294482,719.29,884.73,165.44,EUR,"2005-06-08 10:27:00"
42cca2dd-281f-4d19-a431-de843b5abf96,invoice,12b33e05-9197-43bd-bf40-4f4594f07e27,DP/2019/01/06/47014611,826.41,1016.48,190.07,EUR,"2019-01-06 14:29:00"
1e9bf689-304d-469b-9873-85e7f76ba5c1,invoice,230a4480-2107-4bb1-bba0-f50b35ebf1c0,DP/2004/05/12/19174149,941.22,1157.7,216.48,EUR,"2004-05-12 16:59:00"
57891c4a-9756-47db-ad9f-1cf37a37bb27,invoice,5b403f9d-64c1-44d2-998c-baf4e6d18c9b,DP/2000/03/02/51212467,2105.96,2590.33,484.37,EUR,"2000-03-02 12:20:00"
93333dc9-90b5-4ab5-b362-0e7edb5beb53,invoice,5045b6b2-ea9c-491a-84d3-59a1ad47c478,DP/2016/11/01/13463306,3190.25,3924.01,733.76,EUR,"2016-11-01 04:12:00"
a7d007b0-4dcd-40a1-ad9d-1ebfee3fddc4,invoice,34653c33-5b9f-4359-a567-860bf8e45d3f,DP/2008/10/04/35487902,156.29,192.24,35.95,EUR,"2008-10-04 01:10:00"
1a93f68a-6e0a-48be-8ecb-46b6bce8e8c6,invoice,3786dab5-ffb5-4a82-90f2-9361cc6bfc8d,DP/2022/02/11/38160152,2385.33,2933.96,548.63,EUR,"2022-02-11 01:33:00"
bdd06db1-6bb8-453a-85f8-91908dccc26e,invoice,5e77e66f-f377-4afd-9368-4df28b2c07d8,DP/2017/12/03/22075056,1682.11,2069,386.89,EUR,"2017-12-03 02:53:00"
d80f6653-cefb-4b92-a2fe-c732afb03eff,invoice,f4fd21f3-38d6-4784-b8a8-19ea6fde9677,DP/2020/02/03/92186915,1380.65,1698.2,317.55,EUR,"2020-02-03 01:05:00"
ffe3b95f-0b61-4f94-84c2-556e48a4dc3f,invoice,0ee24811-8af0-462e-8761-8f9f5c1a30d9,DP/2009/06/11/26904295,859.97,1057.76,197.79,EUR,"2009-06-11 08:33:00"
c12ad8f8-9499-4dc7-82e6-bddbe013eba0,invoice,44bd0739-32ce-4adf-b15c-01b9aefd4665,DP/2003/06/08/48926566,975.59,1199.98,224.39,EUR,"2003-06-08 00:56:00"
b447cfb3-4fd1-448c-b9b1-53a0f4d497fa,invoice,656404da-3405-4554-8c78-852f8146aff5,DP/2019/06/07/56529878,1790.18,2201.92,411.74,EUR,"2019-06-07 17:54:00"
f9a43a0e-f645-4b3c-9364-fae83b68cb14,invoice,470d267d-82f2-47d4-9c6e-fcb7c3babdad,DP/2003/09/01/34178445,1397.81,1719.31,321.5,EUR,"2003-09-01 12:25:00"
8d74a999-943f-4594-9969-9142d4f1347e,invoice,458bbf1e-b8f2-4db1-8ced-9008841e71db,DP/2005/05/10/15400087,3018.99,3713.36,694.37,EUR,"2005-05-10 10:54:00"
d8f5a0cb-3003-4b23-82f1-29ebd5076d77,invoice,c7e46aaf-c6ac-4637-8c3a-8a501fc06073,DP/2006/12/07/24416322,2165.43,2663.48,498.05,EUR,"2006-12-07 02:15:00"
3ccaaba7-1ad8-4067-ac55-58fc544d13ac,invoice,b9200f4f-80dc-4537-b3ce-ee88327b59d7,DP/2014/01/02/98408642,2173.06,2672.86,499.8,EUR,"2014-01-02 12:37:00"
e1cc7438-b83f-4445-ba51-6ad2d51a96a4,invoice,b8d73f2b-3924-459c-b7d4-0be2190d89a5,DP/2002/11/01/24377940,2261.37,2781.49,520.12,EUR,"2002-11-01 17:09:00"
8432f522-1c94-4fb1-a667-f6d9f9a79edf,invoice,d1bb7036-4d35-48ba-8134-885b8d425bc7,DP/2001/06/05/72389160,1677.95,2063.88,385.93,EUR,"2001-06-05 15:44:00"
4269d045-bf41-4080-a136-0d2f06f8210e,invoice,885643ad-609d-4751-bb3a-b0b92254e2fd,DP/2012/08/05/78502881,807.07,992.7,185.63,EUR,"2012-08-05 03:45:00"
d50867a5-feb8-4982-831b-d31e2bc56ed1,invoice,2fb59891-2190-4721-95e9-24a1066fee20,DP/2016/04/05/75744212,2868.71,3528.51,659.8,EUR,"2016-04-05 00:28:00"
2ff8870b-1aa6-4f9a-81a1-ad8a904b513b,invoice,23d0669d-091b-4c95-9dc2-d5ade49b0e45,DP/2004/08/11/15847055,3011.29,3703.89,692.6,EUR,"2004-08-11 19:52:00"
216d5fec-9dd8-4f28-954a-9fc3a00f1ebe,invoice,391d563e-edaf-425a-83b0-b5077d308323,DP/2005/01/08/29305543,2351.34,2892.15,540.81,EUR,"2005-01-08 02:30:00"
5285ff6a-0a52-4bc8-97a6-8c7fcccac68d,invoice,256e46af-5d68-41ba-ace9-013ec12d06f2,DP/2019/11/02/74365878,3435.27,4225.38,790.11,EUR,"2019-11-02 03:47:00"
ea64fed8-5443-4349-b6e4-0ef5faaf186b,invoice,77d06b50-fde1-4ce0-9231-814579cc1d4d,DP/2009/10/03/18710674,2323.76,2858.22,534.46,EUR,"2009-10-03 12:51:00"
1e23aa27-fe31-4b9b-9a8d-a6dcbb765f27,invoice,3e215dbf-f8bb-4663-8f0e-058f5426c635,DP/2004/08/07/41080114,724.5,891.14,166.64,EUR,"2004-08-07 06:25:00"
83ba7cde-1b3b-43c9-95b0-913b4c77a501,invoice,0cc53230-5163-411a-80ab-480b9789a360,DP/2005/05/09/17176340,106.69,131.23,24.54,EUR,"2005-05-09 19:37:00"
46f5f828-b8de-4e3a-a65c-1c24a5ba1bce,invoice,42ccb132-8f2f-41cc-a2ec-fc4411b5496e,DP/2003/06/09/84263378,306.13,376.54,70.41,EUR,"2003-06-09 06:31:00"
d7d54410-7b17-49b9-9988-243f876314b2,invoice,fc050edc-21d2-4a85-9d24-1019fde2286d,DP/2022/05/05/93550599,3138.94,3860.9,721.96,EUR,"2022-05-05 14:03:00"
272c2590-b86a-44ad-9dbd-7499f8af90a7,invoice,0cdc4470-16b7-4bb4-9f7a-740c4d608ff8,DP/2015/05/07/84137342,3236.7,3981.14,744.44,EUR,"2015-05-07 03:00:00"
a7d87b8b-a93c-4308-9719-22790248fe30,invoice,d42be306-b952-4641-af17-19546ff01fad,DP/2016/07/11/77381426,1622.24,1995.36,373.12,EUR,"2016-07-11 15:53:00"
4893e06d-8329-4daf-8711-92090aa0f850,invoice,80134ec0-ca3f-4edc-964e-d9a820291c8d,DP/2020/07/04/53980727,1381.71,1699.5,317.79,EUR,"2020-07-04 05:50:00"
f7b5063b-d85f-42ed-b98f-9a0bd3a59456,invoice,c0e77727-1463-45ac-bd3b-7ae898d820bc,DP/2017/12/03/66734782,654.47,805,150.53,EUR,"2017-12-03 10:37:00"
ab4130d9-5e1b-4bc7-976d-aa232803f629,invoice,a66f3c77-c62b-4160-92ce-2f1f51e1eeab,DP/2016/08/07/73746019,2799.34,3443.19,643.85,EUR,"2016-08-07 08:49:00"
caba5d7d-35da-441f-b96f-402b7a62bc27,invoice,a5f75868-58b9-4736-a000-c90f2aa0a5f8,DP/2010/10/01/41470753,1493.29,1836.75,343.46,EUR,"2010-10-01 23:30:00"
994de020-14d2-493a-abc2-9db356d47a4b,invoice,dea15945-07fd-439b-a7ee-04df837f6054,DP/2020/10/08/70507735,2543.92,3129.02,585.1,EUR,"2020-10-08 07:44:00"
4fc9e989-29b6-492c-a3a9-23f8b2c38314,invoice,11c131aa-bdc5-44da-b88e-227f83f8a0fe,DP/2018/08/05/13191659,2856.82,3513.89,657.07,EUR,"2018-08-05 17:31:00"
21ba4961-1b5b-4996-90ca-03b1ae68a53e,invoice,a489362f-68b3-4322-9842-4a5f7630197c,DP/2015/11/08/36284013,958.23,1178.62,220.39,EUR,"2015-11-08 00:24:00"
1efd4671-4e0c-4eb8-8595-674b8c808539,invoice,0e58c265-c728-45a9-99e9-c3222582ab02,DP/2009/09/07/70023122,3036.93,3735.42,698.49,EUR,"2009-09-07 06:26:00"
11205d3a-f20f-44e2-ad9c-a2a00b77e580,invoice,7e23069c-a7d9-4719-99ee-ec29c1b64eb2,DP/2020/01/10/13737628,3388.72,4168.13,779.41,EUR,"2020-01-10 21:56:00"
f0a5f5e9-5b2a-4094-84f8-84ac0f61c3d2,invoice,9d4938b9-b524-4877-9c2d-e9f1156346e5,DP/2006/02/03/32499840,2086.55,2566.46,479.91,EUR,"2006-02-03 11:00:00"
669e66c7-9b89-45b1-966d-1e92efcf75de,invoice,dde70ea3-b622-47e2-8230-97f0cbcf32d6,DP/2017/05/01/30316294,1531.47,1883.71,352.24,EUR,"2017-05-01 15:02:00"
010b2e38-2681-4c40-9e14-7586a663c0ac,invoice,a62c821d-98fa-4b69-b9e2-b1a9af240f8d,DP/2010/12/11/67832838,3291.36,4048.37,757.01,EUR,"2010-12-11 21:50:00"
2147cd8c-7e4d-49a4-95e9-c5176217fcf9,invoice,bdb37c7c-da52-49bc-bc94-29eef38f4c2d,DP/2019/12/12/45534029,1326.16,1631.18,305.02,EUR,"2019-12-12 02:35:00"
e10dec3d-d8f8-42b0-9258-00e2c4fa25db,invoice,b9a4ed80-762a-40db-b011-11d79c99e20c,DP/2022/12/10/52182688,2965.17,3647.16,681.99,EUR,"2022-12-10 20:44:00"
9b351bd7-3009-4588-9eba-96b9a40e979b,invoice,47616e3a-cd2a-421e-a254-ee302320b8ab,DP/2013/05/09/93481817,866.09,1065.29,199.2,EUR,"2013-05-09 11:21:00"
fe02c83f-6f36-419d-8ade-913da00126af,invoice,6db08ee8-9612-4c56-8a27-555db8890c12,DP/2017/04/01/50975848,208.94,257,48.06,EUR,"2017-04-01 19:45:00"
11f407bc-2b4d-49b2-bcc0-e38e6820bc41,invoice,05871003-c2d2-4dff-b0c3-4c41c81fd887,DP/2003/05/11/38509449,2318.4,2851.63,533.23,EUR,"2003-05-11 08:06:00"
5e123ce8-7757-4702-9e13-c9a505e77c26,invoice,c9b23c05-251e-4478-95ca-89931754e90e,DP/2015/03/07/51904133,2745.68,3377.19,631.51,EUR,"2015-03-07 20:40:00"
39cdf084-6888-4061-aba1-6a1d11017ccb,invoice,ec2494fd-64cb-4da3-8819-ed1381aa4dcb,DP/2014/09/11/28907119,2149.87,2644.34,494.47,EUR,"2014-09-11 01:59:00"
2fe3581b-1955-44f5-b10d-0afa0b645388,invoice,e98ab16e-efb9-4c09-8285-bee9243d58d5,DP/2006/09/01/88857835,3231.96,3975.31,743.35,EUR,"2006-09-01 12:16:00"
747f9488-59ec-4186-b105-41d55f466e56,invoice,1f6765b9-046b-47fb-9927-1abd59f44e48,DP/2001/08/08/67151640,2399.21,2951.03,551.82,EUR,"2001-08-08 01:47:00"
04047b7b-d730-4a67-aa34-5640f55ccaf9,invoice,6125e755-7409-4b55-9e5b-bd6676289b2e,DP/2001/10/11/48412535,2758.27,3392.67,634.4,EUR,"2001-10-11 05:33:00"
f0e3c065-ce99-4789-a937-68022fe6acf9,invoice,b6f74d7b-fab8-4025-b5d5-69dd541bbed2,DP/2019/10/10/29788110,268.05,329.7,61.65,EUR,"2019-10-10 12:14:00"
f041509d-6194-4618-b65c-27efabebf0e1,invoice,efd027fe-8a11-4bbd-afe2-3678289bfa42,DP/2002/08/10/46527880,1228.67,1511.26,282.59,EUR,"2002-08-10 08:36:00"
933d3c8b-dbb7-4106-a5cc-dde04a5dba1c,invoice,70da995a-f1f2-4207-9734-492856cbf460,DP/2015/08/03/95438015,3337.64,4105.3,767.66,EUR,"2015-08-03 16:52:00"
06dcf755-d6e4-44eb-b4df-015c996a1269,invoice,db117e9c-8b00-4b32-9510-1976216c6cef,DP/2010/12/09/52612314,2448.55,3011.72,563.17,EUR,"2010-12-09 23:58:00"
da9ac10f-e413-4642-9259-35f0d72dc3da,invoice,366b24b2-6661-4575-a7ba-8b0f2d9ebed9,DP/2003/01/09/52039704,358.59,441.07,82.48,EUR,"2003-01-09 20:54:00"
d155609f-2974-468e-a4b5-07d5b5f516e4,invoice,46d11cbe-61bd-4295-8d8b-a8a0885bb364,DP/2012/12/01/57849521,2881.27,3543.96,662.69,EUR,"2012-12-01 22:22:00"
62e43195-5540-4759-a99a-b409ed4da13e,invoice,c432b4ec-6d0b-4d52-abc0-66590487d106,DP/2002/10/07/42613902,1729.29,2127.03,397.74,EUR,"2002-10-07 03:56:00"
9f062b85-4eaa-496e-8710-b2d14a5748cf,invoice,aea28fb0-6f52-4dbc-8854-72a1e6820427,DP/2001/11/04/49172469,1202.54,1479.12,276.58,EUR,"2001-11-04 22:46:00"
a2cb6473-cfaf-457d-81a0-abd0ddcedafc,invoice,9cc60f86-2f48-4a8d-8fa0-512c629db08d,DP/2004/01/08/36955694,454.5,559.04,104.54,EUR,"2004-01-08 13:10:00"
6c13091e-cf49-443b-a1e9-7658e2690358,invoice,0ca1a85d-fb6b-4a6d-b9f8-a6d82bea8159,DP/2018/05/10/66382898,1891.24,2326.23,434.99,EUR,"2018-05-10 17:10:00"
44e9a388-afad-40df-83c0-957ed7cdd91f,invoice,09f930cd-169d-4016-ab50-ac7ff7e7aa70,DP/2000/11/05/22577442,1042.89,1282.75,239.86,EUR,"2000-11-05 01:43:00"
60de17bf-4ea2-4906-8942-061ab558e9b9,invoice,e8f754bf-9e88-4ff4-a176-831ec91245c0,DP/2021/10/03/32143326,1106.26,1360.7,254.44,EUR,"2021-10-03 01:17:00"
ae6a1b0e-c1f2-4d30-91b2-bc0fcfc06785,invoice,cc64da70-6e77-44e1-8d11-f22206f66aa1,DP/2011/09/04/81265997,812.42,999.28,186.86,EUR,"2011-09-04 15:32:00"
